ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-10-01,4181.631295483807,-2126.952866416984,6794.497169135855,4181.631295483807,4181.631295483807,-0.402352450840054,-0.402352450840054,-0.402352450840054,-0.402352450840054,-0.402352450840054,-0.402352450840054,0.0,0.0,0.0,2499.141695236427
2016-11-01,4175.595823539899,-1884.652347544679,6842.84394566564,4175.595823539899,4175.595823539899,-0.42565829253331827,-0.42565829253331827,-0.42565829253331827,-0.42565829253331827,-0.42565829253331827,-0.42565829253331827,0.0,0.0,0.0,2398.2188349826506
2016-12-01,4169.755044239344,-1011.3672426817706,7719.213877048044,4169.755044239344,4169.755044239344,-0.17035237538116013,-0.17035237538116013,-0.17035237538116013,-0.17035237538116013,-0.17035237538116013,-0.17035237538116013,0.0,0.0,0.0,3459.4273676955972
2017-01-01,4163.7195722954375,1640.2195919632434,10652.607597073493,4163.7195722954375,4163.7195722954375,0.46426873776813654,0.46426873776813654,0.46426873776813654,0.46426873776813654,0.46426873776813654,0.46426873776813654,0.0,0.0,0.0,6096.804402545526
2017-02-01,4157.684100351531,4491.673802407474,13133.406212376025,4157.684100351531,4157.684100351531,1.0967616369426816,1.0967616369426816,1.0967616369426816,1.0967616369426816,1.0967616369426816,1.0967616369426816,0.0,0.0,0.0,8717.672520143637
2017-03-01,4152.232706337679,5137.110353032314,13884.84585591577,4152.232706337679,4152.232706337679,1.256643609975885,1.256643609975885,1.256643609975885,1.256643609975885,1.256643609975885,1.256643609975885,0.0,0.0,0.0,9370.109403889799
2017-04-01,4146.197234393771,2661.3699827350074,11309.120634088504,4146.197234393771,4146.197234393771,0.6812173977957755,0.6812173977957755,0.6812173977957755,0.6812173977957755,0.6812173977957755,0.6812173977957755,0.0,0.0,0.0,6970.658925155538
2017-05-01,4140.356455093216,1562.9077706296816,10585.796352997239,4140.356455093216,4140.356455093216,0.426623894028555,0.426623894028555,0.426623894028555,0.426623894028555,0.426623894028555,0.426623894028555,0.0,0.0,0.0,5906.731448631348
2017-06-01,4134.3209831493095,1318.7244782170585,9878.31975140551,4134.3209831493095,4134.3209831493095,0.301640058534454,0.301640058534454,0.301640058534454,0.301640058534454,0.301640058534454,0.301640058534454,0.0,0.0,0.0,5381.397806506689
2017-07-01,4128.480203848754,-249.27337979049832,8501.266707592531,4128.480203848754,4128.480203848754,-0.050301215441667456,-0.050301215441667456,-0.050301215441667456,-0.050301215441667456,-0.050301215441667456,-0.050301215441667456,0.0,0.0,0.0,3920.8126316682988
2017-08-01,4122.444731904848,-1176.0918118660234,7924.179036352635,4122.444731904848,4122.444731904848,-0.18073643126149613,-0.18073643126149613,-0.18073643126149613,-0.18073643126149613,-0.18073643126149613,-0.18073643126149613,0.0,0.0,0.0,3377.3687829876108
2017-09-01,4116.40925996094,-1671.8067323105572,7650.876379810198,4116.40925996094,4116.40925996094,-0.2883270243834335,-0.2883270243834335,-0.2883270243834335,-0.2883270243834335,-0.2883270243834335,-0.2883270243834335,0.0,0.0,0.0,2929.537226891991
2017-10-01,4110.568480660385,-1917.976707922589,7079.871138836105,4110.568480660385,4110.568480660385,-0.3234062617218943,-0.3234062617218943,-0.3234062617218943,-0.3234062617218943,-0.3234062617218943,-0.3234062617218943,0.0,0.0,0.0,2781.184894778163
2017-11-01,4104.533008716478,-1897.348281435353,6765.699702672627,4104.533008716478,4104.533008716478,-0.3816246222201911,-0.3816246222201911,-0.3816246222201911,-0.3816246222201911,-0.3816246222201911,-0.3816246222201911,0.0,0.0,0.0,2538.142149874748
2017-12-01,4098.692229415922,-602.47813515457,7577.582975267053,4098.692229415922,4098.692229415922,-0.1491413647922857,-0.1491413647922857,-0.1491413647922857,-0.1491413647922857,-0.1491413647922857,-0.1491413647922857,0.0,0.0,0.0,3487.4076764572956
2018-01-01,4092.6567574720157,1098.972924032761,9853.409120677385,4092.6567574720157,4092.6567574720157,0.3247367059997847,0.3247367059997847,0.3247367059997847,0.3247367059997847,0.3247367059997847,0.3247367059997847,0.0,0.0,0.0,5421.692631681238
2018-02-01,4086.6212855281083,3142.295719557545,11651.910945064537,4086.6212855281083,4086.6212855281083,0.8319145914839849,0.8319145914839849,0.8319145914839849,0.8319145914839849,0.8319145914839849,0.8319145914839849,0.0,0.0,0.0,7486.341162827982
2018-03-01,4081.1698915142574,6215.008866778665,14796.163583795496,4081.1698915142574,4081.1698915142574,1.6190828950200202,1.6190828950200202,1.6190828950200202,1.6190828950200202,1.6190828950200202,1.6190828950200202,0.0,0.0,0.0,10688.922254535704
2018-04-01,4075.13441957035,2778.085936989148,11512.721468079884,4075.13441957035,4075.13441957035,0.7028450542744363,0.7028450542744363,0.7028450542744363,0.7028450542744363,0.7028450542744363,0.7028450542744363,0.0,0.0,0.0,6939.322491868897
2018-05-01,4069.2936402697947,725.7246557888607,10131.179474396162,4069.2936402697947,4069.2936402697947,0.3771905549658387,0.3771905549658387,0.3771905549658387,0.3771905549658387,0.3771905549658387,0.3771905549658387,0.0,0.0,0.0,5604.192766762117
2018-06-01,4063.258168325888,365.0296058686197,9184.655495527259,4063.258168325888,4063.258168325888,0.2242738345339498,0.2242738345339498,0.2242738345339498,0.2242738345339498,0.2242738345339498,0.2242738345339498,0.0,0.0,0.0,4974.540658437729
2018-07-01,4057.4173890253323,-758.5407029869692,7804.2910881072885,4057.4173890253323,4057.4173890253323,-0.10955946633369193,-0.10955946633369193,-0.10955946633369193,-0.10955946633369193,-0.10955946633369193,-0.10955946633369193,0.0,0.0,0.0,3612.888905190675
2018-08-01,4051.381917081426,-1311.5222414327586,7342.525552311069,4051.381917081426,4051.381917081426,-0.17560966351383941,-0.17560966351383941,-0.17560966351383941,-0.17560966351383941,-0.17560966351383941,-0.17560966351383941,0.0,0.0,0.0,3339.920101856703
2018-09-01,4045.3464451375185,-1660.7068135529848,7300.834196404424,4045.3464451375185,4045.3464451375185,-0.2540777333322441,-0.2540777333322441,-0.2540777333322441,-0.2540777333322441,-0.2540777333322441,-0.2540777333322441,0.0,0.0,0.0,3017.513989813326
2018-10-01,4039.505665836963,-1468.6394954582674,6884.917088540415,4039.505665836963,4039.505665836963,-0.2445410339521215,-0.2445410339521215,-0.2445410339521215,-0.2445410339521215,-0.2445410339521215,-0.2445410339521215,0.0,0.0,0.0,3051.6807736577393
2018-11-01,4033.4701938930566,-1912.3518906561312,6758.781549708026,4033.4701938930566,4033.4701938930566,-0.3395548025034814,-0.3395548025034814,-0.3395548025034814,-0.3395548025034814,-0.3395548025034814,-0.3395548025034814,0.0,0.0,0.0,2663.886018802021
2018-12-01,4027.629414592501,-884.6926472652256,7475.3005726314595,4027.629414592501,4027.629414592501,-0.13177495357800037,-0.13177495357800037,-0.13177495357800037,-0.13177495357800037,-0.13177495357800037,-0.13177495357800037,0.0,0.0,0.0,3496.8887354551853
2019-01-01,4021.5939426485943,82.39707414244764,8919.266134776653,4021.5939426485943,4021.5939426485943,0.18240295717615085,0.18240295717615085,0.18240295717615085,0.18240295717615085,0.18240295717615085,0.18240295717615085,0.0,0.0,0.0,4755.144570349394
2019-02-01,4015.558470704687,1944.3850243411616,10666.255275908257,4015.558470704687,4015.558470704687,0.5732329562900829,0.5732329562900829,0.5732329562900829,0.5732329562900829,0.5732329562900829,0.5732329562900829,0.0,0.0,0.0,6317.408924022418
2019-03-01,4010.1070766908356,7935.738464056217,16184.225393688543,4010.1070766908356,4010.1070766908356,1.9840050901805018,1.9840050901805018,1.9840050901805018,1.9840050901805018,1.9840050901805018,1.9840050901805018,0.0,0.0,0.0,11966.179929014306
2019-04-01,4004.071604746928,2479.468587214216,11425.534240981282,4004.071604746928,4004.071604746928,0.7192110606446859,0.7192110606446859,0.7192110606446859,0.7192110606446859,0.7192110606446859,0.7192110606446859,0.0,0.0,0.0,6883.844190494236
2019-05-01,3998.2308254463733,711.594841050563,9717.409987403842,3998.2308254463733,3998.2308254463733,0.32462820603835923,0.32462820603835923,0.32462820603835923,0.32462820603835923,0.32462820603835923,0.32462820603835923,0.0,0.0,0.0,5296.169325638298
2019-06-01,3992.195353502466,-274.17668689928763,9064.38801073283,3992.195353502466,3992.195353502466,0.14607669216174857,0.14607669216174857,0.14607669216174857,0.14607669216174857,0.14607669216174857,0.14607669216174857,0.0,0.0,0.0,4575.362045205609
2019-07-01,3986.354574201911,-1304.2856034983872,7540.5986054131845,3986.354574201911,3986.354574201911,-0.16691423585323006,-0.16691423585323006,-0.16691423585323006,-0.16691423585323006,-0.16691423585323006,-0.16691423585323006,0.0,0.0,0.0,3320.975246608971
2019-08-01,3980.319102258004,-1092.0877197679122,7966.609263499784,3980.319102258004,3980.319102258004,-0.1679027325632808,-0.1679027325632808,-0.1679027325632808,-0.1679027325632808,-0.1679027325632808,-0.1679027325632808,0.0,0.0,0.0,3312.0126485150604
2019-09-01,3974.2836303140966,-1343.6747383760319,7173.264075126126,3974.2836303140966,3974.2836303140966,-0.21791805260458103,-0.21791805260458103,-0.21791805260458103,-0.21791805260458103,-0.21791805260458103,-0.21791805260458103,0.0,0.0,0.0,3108.2154810977845
2019-10-01,3968.4428510135417,-821.0677157505177,7596.203077202888,3968.4428510135417,3968.4428510135417,-0.16588226991901645,-0.16588226991901645,-0.16588226991901645,-0.16588226991901645,-0.16588226991901645,-0.16588226991901645,0.0,0.0,0.0,3310.148542843522
2019-11-01,3962.4073790696343,-1360.504836834323,7242.684704818583,3962.4073790696343,3962.4073790696343,-0.29953264547474084,-0.29953264547474084,-0.29953264547474084,-0.29953264547474084,-0.29953264547474084,-0.29953264547474084,0.0,0.0,0.0,2775.537014368272
2019-12-01,3956.5665997690794,-621.8034409143837,7697.655088301714,3956.5665997690794,3956.5665997690794,-0.11823360085604602,-0.11823360085604602,-0.11823360085604602,-0.11823360085604602,-0.11823360085604602,-0.11823360085604602,0.0,0.0,0.0,3488.767483651619
2020-01-01,3950.5311278251725,-9.78586589060029,8309.851170325384,3950.5311278251725,3950.5311278251725,0.03750151493653183,0.03750151493653183,0.03750151493653183,0.03750151493653183,0.03750151493653183,0.03750151493653183,0.0,0.0,0.0,4098.682029922542
2020-02-01,3944.495655881265,849.5140296030673,9588.187364992076,3944.495655881265,3944.495655881265,0.32098880282087133,0.32098880282087133,0.32098880282087133,0.32098880282087133,0.32098880282087133,0.32098880282087133,0.0,0.0,0.0,5210.63459419472
2020-03-01,3938.8495692240617,2927.3844922139474,11883.58836996066,3938.8495692240617,3938.8495692240617,0.8970867012454066,0.8970867012454066,0.8970867012454066,0.8970867012454066,0.8970867012454066,0.8970867012454066,0.0,0.0,0.0,7472.339135981166
